name,aliases,category,subcategory,edible_pct,energy_kcal,protein_g,fat_g,carb_g,potassium_mg,phosphorus_mg,sodium_mg,calcium_mg,unit_name,unit_grams,unit_desc,note
"豇豆（干,紫）",,干豆类其他,,100.0,329.0,18.9,0.4,65.8,500.0,345.0,0.0,67.0,100g,100,每100克可食部,
豇豆（煮）,,干豆类其他,,100.0,133.0,9.5,0.6,24.0,400.0,87.0,0.0,29.0,100g,100,每100克可食部,
豌豆（干）,,干豆类其他,,100.0,334.0,20.3,1.1,65.8,823.0,259.0,0.0,97.0,100g,100,每100克可食部,
豌豆（花）,,干豆类其他,,100.0,336.0,21.6,1.0,63.6,736.0,218.0,0.0,106.0,100g,100,每100克可食部,
豌豆（煮）,,干豆类其他,,100.0,107.0,8.9,0.3,19.2,230.0,129.0,0.0,29.0,100g,100,每100克可食部,
鹰嘴豆,桃豆,干豆类其他,,100.0,340.0,21.2,4.2,60.1,830.0,450.0,0.0,150.0,100g,100,每100克可食部,
荆豆（干）,,干豆类其他,,100.0,407.0,43.6,14.3,28.5,0.0,785.0,0.0,207.0,100g,100,每100克可食部,
木豆（干）,扭豆;豆蓉,干豆类其他,,100.0,348.0,19.8,4.5,58.8,0.0,528.0,0.0,231.0,100g,100,每100克可食部,
白萝卜（鲜）,莱菔,根菜类,,95.0,16.0,0.7,0.1,4.0,167.0,16.0,0.0,47.0,100g,100,每100克可食部,
汴萝卜,红皮萝卜,根菜类,,96.0,18.0,0.8,0.1,4.2,16.0,27.0,0.0,39.0,100g,100,每100克可食部,
红旦旦萝卜,樱桃萝卜;小水萝卜,根菜类,,95.0,19.0,0.8,0.0,4.3,63.0,43.0,0.0,9.0,100g,100,每100克可食部,
红萝卜,汴萝卜,根菜类,,97.0,22.0,1.0,0.1,4.6,110.0,26.0,0.0,11.0,100g,100,每100克可食部,
红心萝卜,心里美,根菜类,,94.0,41.0,1.2,0.0,9.8,385.0,30.0,0.0,86.0,100g,100,每100克可食部,
花叶萝卜,,根菜类,,85.0,48.0,1.2,0.1,11.5,104.0,25.0,0.0,16.0,100g,100,每100克可食部,
水萝卜,脆萝卜,根菜类,,93.0,22.0,0.8,0.0,5.5,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
小水萝卜,算盘子;红皮萝卜,根菜类,,66.0,21.0,1.1,0.2,4.2,286.0,21.0,0.0,32.0,100g,100,每100克可食部,
心里美萝卜,,根菜类,,88.0,23.0,0.8,0.2,4.9,116.0,24.0,0.0,68.0,100g,100,每100克可食部,
白萝卜（圆）,,根菜类,,94.0,16.0,0.7,0.2,3.6,14.0,31.0,0.0,25.0,100g,100,每100克可食部,
青萝卜,,根菜类,,95.0,33.0,1.3,0.2,6.8,248.0,31.0,69.9,47.0,100g,100,每100克可食部,
樱桃萝卜,,根菜类,,46.0,12.0,0.9,0.1,3.0,202.0,23.0,0.0,18.0,100g,100,每100克可食部,
胡萝卜（红）,金笋;丁香萝卜,根菜类,,96.0,39.0,1.0,0.2,8.8,190.0,27.0,0.0,32.0,100g,100,每100克可食部,
胡萝卜（黄）,,根菜类,,97.0,46.0,1.4,0.2,10.2,193.0,16.0,0.0,32.0,100g,100,每100克可食部,
胡萝卜（脱水）,,根菜类,,100.0,333.0,4.2,1.9,77.9,1117.0,118.0,0.0,458.0,100g,100,每100克可食部,
胡萝卜,红萝卜,根菜类,,97.0,32.0,1.0,0.2,8.1,119.0,38.0,0.0,27.0,100g,100,每100克可食部,
芥菜头,大头菜;水芥,根菜类,,83.0,36.0,1.9,0.2,7.4,243.0,36.0,0.0,65.0,100g,100,每100克可食部,
苤蓝,玉蔓菁;球茎甘蓝;大头菜,根菜类,,78.0,32.0,1.3,0.2,7.0,190.0,46.0,0.0,25.0,100g,100,每100克可食部,
甜菜根（鲜）,甜菜头;糖萝卜,根菜类,,90.0,87.0,1.0,0.1,23.5,254.0,18.0,0.0,56.0,100g,100,每100克可食部,
根芹,根洋芹;球根塘蒿,根菜类,,67.0,38.0,2.2,0.1,10.0,441.0,166.0,0.0,79.0,100g,100,每100克可食部,
紫菜头,,根菜类,,89.0,42.0,1.8,0.2,10.6,26.0,32.0,0.0,16.0,100g,100,每100克可食部,
扁豆,月亮菜,鲜豆类,,91.0,41.0,2.7,0.2,8.2,178.0,54.0,0.0,38.0,100g,100,每100克可食部,
蚕豆（鲜）,,鲜豆类,,31.0,111.0,8.8,0.4,19.5,391.0,200.0,0.0,16.0,100g,100,每100克可食部,
刀豆（鲜）,,鲜豆类,,92.0,40.0,3.1,0.3,7.0,209.0,57.0,0.0,49.0,100g,100,每100克可食部,
豆角,,鲜豆类,,96.0,34.0,2.5,0.2,6.7,207.0,55.0,0.0,29.0,100g,100,每100克可食部,
"豆角（鲜,白）",,鲜豆类,,97.0,35.0,2.2,0.2,7.4,192.0,40.0,0.0,26.0,100g,100,每100克可食部,
荷兰豆,,鲜豆类,,88.0,30.0,2.5,0.3,4.9,116.0,19.0,0.0,51.0,100g,100,每100克可食部,
龙豆（鲜）,,鲜豆类,,98.0,36.0,3.7,0.5,5.0,142.0,54.0,0.0,147.0,100g,100,每100克可食部,
龙牙豆（鲜）,玉豆,鲜豆类,,93.0,19.0,2.6,0.2,2.4,200.0,38.0,0.0,30.0,100g,100,每100克可食部,
毛豆（鲜）,青豆;菜用大豆,鲜豆类,,53.0,131.0,13.1,5.0,10.5,478.0,188.0,0.0,135.0,100g,100,每100克可食部,
四季豆（菜豆）,,鲜豆类,,96.0,31.0,2.0,0.4,5.7,123.0,51.0,0.0,42.0,100g,100,每100克可食部,
豌豆（带荚，鲜）,回回豆,鲜豆类,,42.0,111.0,7.4,0.3,21.2,332.0,127.0,0.0,21.0,100g,100,每100克可食部,
豌豆尖,,鲜豆类,,100.0,225.0,3.1,0.0,53.9,160.0,65.0,0.0,17.0,100g,100,每100克可食部,
油豆角（鲜）,多花菜豆,鲜豆类,,99.0,25.0,2.4,0.3,3.9,240.0,56.0,0.0,69.0,100g,100,每100克可食部,
垅船豆（鲜）,,鲜豆类,,82.0,36.0,2.0,0.4,6.8,192.0,0.0,0.0,37.0,100g,100,每100克可食部,
芸豆（鲜）,,鲜豆类,,96.0,30.0,0.8,0.1,7.4,112.0,37.0,0.0,88.0,100g,100,每100克可食部,
豇豆（长）,,鲜豆类,,98.0,32.0,2.7,0.2,5.8,145.0,50.0,0.0,42.0,100g,100,每100克可食部,
豇豆,,鲜豆类,,97.0,32.0,2.2,0.3,7.3,171.0,55.0,0.0,62.0,100g,100,每100克可食部,
四季豆,菜豆;芸豆,鲜豆类,,96.0,24.0,2.0,0.2,6.0,196.0,47.0,0.0,43.0,100g,100,每100克可食部,
四棱豆,杨桃豆;翅豆,鲜豆类,,96.0,19.0,2.0,0.2,4.2,160.0,29.0,0.0,61.0,100g,100,每100克可食部,
甜脆荷兰豆,甜豆,鲜豆类,,100.0,32.0,3.0,0.3,8.1,18.0,59.0,0.0,65.0,100g,100,每100克可食部,
发芽豆,,鲜豆类,,83.0,131.0,12.4,0.7,19.4,179.0,134.0,0.0,41.0,100g,100,每100克可食部,
黄豆芽,,鲜豆类,,100.0,47.0,4.5,1.6,4.5,160.0,74.0,0.0,21.0,100g,100,每100克可食部,
绿豆芽,,鲜豆类,,100.0,16.0,1.7,0.1,2.6,32.0,19.0,0.0,14.0,100g,100,每100克可食部,
黑豆苗,,鲜豆类,,100.0,30.0,4.4,0.8,2.6,119.0,55.0,0.0,58.0,100g,100,每100克可食部,
豌豆苗,,鲜豆类,,100.0,32.0,4.8,0.8,2.6,145.0,60.0,0.0,15.0,100g,100,每100克可食部,
茄子（代表值）,矮瓜,茄果、瓜菜类,,93.0,23.0,1.1,0.2,4.9,142.0,23.0,0.0,24.0,100g,100,每100克可食部,
茄子（绿皮）,,茄果、瓜菜类,,90.0,28.0,1.0,0.6,5.2,162.0,26.0,0.0,12.0,100g,100,每100克可食部,
茄子（圆）,,茄果、瓜菜类,,95.0,32.0,1.6,0.2,6.7,112.0,19.0,0.0,5.0,100g,100,每100克可食部,
番茄（整个，罐头）,,茄果、瓜菜类,,100.0,22.0,2.0,0.6,2.6,197.0,22.0,0.0,31.0,100g,100,每100克可食部,
奶柿子,,茄果、瓜菜类,,100.0,14.0,0.6,0.1,3.2,163.0,21.0,0.0,15.0,100g,100,每100克可食部,
辣椒（红，尖，干）,,茄果、瓜菜类,,88.0,295.0,15.0,12.0,52.7,1085.0,298.0,0.0,12.0,100g,100,每100克可食部,
辣椒（红，小）,,茄果、瓜菜类,,80.0,38.0,1.3,0.4,8.9,222.0,95.0,0.0,37.0,100g,100,每100克可食部,
甜椒（脱水）,,茄果、瓜菜类,,100.0,324.0,7.6,0.4,76.6,1443.0,106.0,0.0,130.0,100g,100,每100克可食部,
葫子,,茄果、瓜菜类,,85.0,29.0,0.7,0.1,6.8,73.0,27.0,0.0,49.0,100g,100,每100克可食部,
茄子（白皮，长）,,茄果、瓜菜类,,97.0,21.0,1.3,0.1,5.5,238.0,30.0,0.0,10.0,100g,100,每100克可食部,
茄子（紫皮，长）,,茄果、瓜菜类,,95.0,18.0,1.1,0.1,4.8,147.0,21.0,0.0,50.0,100g,100,每100克可食部,
茄子（紫皮，圆）,,茄果、瓜菜类,,98.0,23.0,0.8,0.2,5.3,153.0,15.0,0.0,7.0,100g,100,每100克可食部,
香瓜茄,,茄果、瓜菜类,,96.0,21.0,0.6,0.0,5.5,17.0,12.0,0.0,10.0,100g,100,每100克可食部,
番茄,西红柿,茄果、瓜菜类,,97.0,15.0,0.9,0.2,3.3,179.0,24.0,0.0,4.0,100g,100,每100克可食部,
樱桃番茄,小西红柿,茄果、瓜菜类,,98.0,25.0,1.0,0.2,5.8,262.0,26.0,0.0,6.0,100g,100,每100克可食部,
辣椒（小红尖辣椒）,,茄果、瓜菜类,,89.0,62.0,4.1,0.4,17.7,18.0,115.0,0.0,29.0,100g,100,每100克可食部,
"辣椒（小红尖辣椒,干）",,茄果、瓜菜类,,88.0,298.0,15.4,12.0,57.4,991.0,300.0,0.0,152.0,100g,100,每100克可食部,
辣椒（青，尖）,,茄果、瓜菜类,,91.0,22.0,0.8,0.3,5.2,154.0,20.0,0.0,11.0,100g,100,每100克可食部,
甜椒,灯笼椒;柿子椒,茄果、瓜菜类,,82.0,18.0,1.0,0.2,3.8,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
彩椒,,茄果、瓜菜类,,83.0,26.0,1.3,0.2,6.4,278.0,26.0,0.0,9.0,100g,100,每100克可食部,
秋葵,黄秋葵;羊角豆,茄果、瓜菜类,,98.0,25.0,1.8,0.2,6.2,19.0,14.0,0.0,101.0,100g,100,每100克可食部,
白瓜,,茄果、瓜菜类,,83.0,12.0,0.9,0.0,2.6,70.0,11.0,0.0,6.0,100g,100,每100克可食部,
菜瓜,生瓜;白瓜,茄果、瓜菜类,,88.0,19.0,0.6,0.2,3.9,136.0,14.0,0.0,20.0,100g,100,每100克可食部,
方瓜,,茄果、瓜菜类,,82.0,14.0,0.8,0.0,3.1,4.0,13.0,0.0,40.0,100g,100,每100克可食部,
佛手瓜,棒瓜;菜肴梨,茄果、瓜菜类,,100.0,18.0,1.2,0.1,3.8,76.0,18.0,0.0,17.0,100g,100,每100克可食部,
葫芦,长瓜;蒲瓜;瓠瓜,茄果、瓜菜类,,87.0,16.0,0.7,0.1,3.5,87.0,15.0,0.0,16.0,100g,100,每100克可食部,
葫芦条（干）,,茄果、瓜菜类,,100.0,256.0,4.3,1.8,64.6,480.0,187.0,0.0,114.0,100g,100,每100克可食部,
黄瓜（鲜）,胡瓜;青瓜,茄果、瓜菜类,,92.0,16.0,0.8,0.2,2.9,102.0,24.0,0.0,24.0,100g,100,每100克可食部,
节瓜,毛瓜,茄果、瓜菜类,,92.0,14.0,0.6,0.1,3.4,40.0,13.0,0.0,4.0,100g,100,每100克可食部,
金瓜,,茄果、瓜菜类,,82.0,15.0,0.5,0.1,3.4,152.0,10.0,0.0,17.0,100g,100,每100克可食部,
金丝瓜,裸瓣瓜,茄果、瓜菜类,,80.0,38.0,3.3,2.0,2.2,90.0,28.0,0.0,25.0,100g,100,每100克可食部,
苦瓜（鲜）,凉瓜;癞瓜,茄果、瓜菜类,,81.0,22.0,1.0,0.1,4.9,256.0,35.0,0.0,14.0,100g,100,每100克可食部,
南瓜（鲜）,倭瓜;番瓜,茄果、瓜菜类,,85.0,23.0,0.7,0.1,5.3,145.0,24.0,0.0,16.0,100g,100,每100克可食部,
南瓜粉,,茄果、瓜菜类,,100.0,343.0,7.1,2.1,79.6,411.0,307.0,0.0,171.0,100g,100,每100克可食部,
蛇瓜,蛇豆;大豆角,茄果、瓜菜类,,89.0,18.0,1.5,0.1,3.9,763.0,14.0,0.0,191.0,100g,100,每100克可食部,
笋瓜,生瓜,茄果、瓜菜类,,91.0,13.0,0.5,0.0,3.1,96.0,27.0,0.0,14.0,100g,100,每100克可食部,
西葫芦,,茄果、瓜菜类,,73.0,19.0,0.8,0.2,3.8,92.0,17.0,0.0,15.0,100g,100,每100克可食部,
面西胡瓜,,茄果、瓜菜类,,88.0,10.0,0.8,0.0,1.8,70.0,3.0,0.0,14.0,100g,100,每100克可食部,
小西胡瓜,,茄果、瓜菜类,,79.0,22.0,0.7,0.1,4.8,18.0,6.0,0.0,5.0,100g,100,每100克可食部,
冬瓜,,茄果、瓜菜类,,80.0,12.0,0.3,0.2,2.4,57.0,11.0,0.0,12.0,100g,100,每100克可食部,
飞碟瓜,,茄果、瓜菜类,,91.0,18.0,1.0,0.1,4.4,119.0,29.0,0.0,32.0,100g,100,每100克可食部,
黄金西葫芦,,茄果、瓜菜类,,91.0,17.0,1.8,0.1,3.6,20.0,47.0,0.0,33.0,100g,100,每100克可食部,
黄茎瓜,小南瓜,茄果、瓜菜类,,100.0,19.0,1.2,0.9,2.0,0.0,17.0,0.0,0.0,100g,100,每100克可食部,
迷你黄瓜,荷兰乳黄瓜,茄果、瓜菜类,,92.0,14.0,1.0,0.2,2.5,173.0,21.0,0.0,20.0,100g,100,每100克可食部,
秋黄瓜,旱黄瓜,茄果、瓜菜类,,92.0,14.0,0.9,0.2,2.5,141.0,23.0,0.0,9.0,100g,100,每100克可食部,
南瓜（栗面）,,茄果、瓜菜类,,74.0,36.0,1.4,0.1,8.8,445.0,56.0,0.0,16.0,100g,100,每100克可食部,
丝瓜,胜瓜,茄果、瓜菜类,,83.0,20.0,1.3,0.2,4.0,121.0,33.0,0.0,37.0,100g,100,每100克可食部,
大蒜（白皮，鲜）,蒜头,葱蒜类,,85.0,128.0,4.5,0.2,27.6,302.0,117.0,0.0,39.0,100g,100,每100克可食部,
大蒜（脱水）,,葱蒜类,,100.0,348.0,13.2,0.3,75.4,798.0,297.0,0.0,65.0,100g,100,每100克可食部,
大蒜（紫皮，鲜）,蒜头,葱蒜类,,89.0,139.0,5.2,0.2,29.6,437.0,129.0,0.0,10.0,100g,100,每100克可食部,
青蒜（青葱）,,葱蒜类,,84.0,34.0,2.4,0.3,6.2,168.0,25.0,0.0,24.0,100g,100,每100克可食部,
蒜黄（黄色）,,葱蒜类,,97.0,24.0,2.5,0.2,3.8,168.0,58.0,0.0,24.0,100g,100,每100克可食部,
蒜苗（绿色，青葱）,,葱蒜类,,82.0,40.0,2.1,0.4,8.0,226.0,44.0,0.0,29.0,100g,100,每100克可食部,
蒜薹（圆）,,葱蒜类,,90.0,66.0,2.0,0.1,15.4,161.0,52.0,0.0,19.0,100g,100,每100克可食部,
大葱（红皮）,,葱蒜类,,68.0,49.0,2.4,0.1,10.2,329.0,53.0,0.0,24.0,100g,100,每100克可食部,
分葱,四季葱;菜葱,葱蒜类,,0.0,34.0,2.2,0.7,5.1,226.0,32.0,0.0,85.0,100g,100,每100克可食部,
葱（小葱，鲜）,,葱蒜类,,73.0,27.0,1.6,0.4,4.9,143.0,26.0,0.0,72.0,100g,100,每100克可食部,
大葱,,葱蒜类,,82.0,28.0,1.6,0.3,5.8,110.0,25.0,0.0,63.0,100g,100,每100克可食部,
细香葱,香葱;四季葱,葱蒜类,,89.0,28.0,1.4,0.3,6.6,123.0,29.0,0.0,72.0,100g,100,每100克可食部,
洋葱（鲜）,葱头,葱蒜类,,90.0,40.0,1.1,0.2,9.0,147.0,39.0,0.0,24.0,100g,100,每100克可食部,
洋葱（白皮，脱水）,,葱蒜类,,100.0,342.0,5.5,0.4,81.9,740.0,78.0,0.0,186.0,100g,100,每100克可食部,
洋葱（紫皮，脱水）,,葱蒜类,,100.0,339.0,6.9,0.4,80.6,912.0,162.0,0.0,351.0,100g,100,每100克可食部,
韭黄（韭芽，黄色）,,葱蒜类,,88.0,24.0,2.3,0.2,3.9,192.0,48.0,0.0,25.0,100g,100,每100克可食部,
韭薹,,葱蒜类,,85.0,37.0,2.2,0.1,7.8,121.0,29.0,0.0,11.0,100g,100,每100克可食部,
韭菜,,葱蒜类,,90.0,25.0,2.4,0.4,4.5,241.0,45.0,0.0,44.0,100g,100,每100克可食部,
薤,皎头,葱蒜类,,0.0,1.0,0.0,0.0,0.0,120.0,58.0,0.0,160.0,100g,100,每100克可食部,
薤白（鲜）,小根蒜;山蒜;团蒜,葱蒜类,,100.0,124.0,3.4,0.4,27.1,0.0,53.0,0.0,100.0,100g,100,每100克可食部,
大白菜（代表值）,黄芽白,嫩茎、叶、花菜类,,89.0,20.0,1.6,0.2,3.4,134.0,33.0,0.0,57.0,100g,100,每100克可食部,
大白菜（白梗）,黄芽白,嫩茎、叶、花菜类,,92.0,22.0,1.7,0.2,3.7,130.0,30.0,0.0,69.0,100g,100,每100克可食部,
大白菜（青白口）,,嫩茎、叶、花菜类,,83.0,17.0,1.4,0.1,3.0,90.0,28.0,0.0,35.0,100g,100,每100克可食部,
大白菜（小白口）,,嫩茎、叶、花菜类,,85.0,16.0,1.3,0.1,2.8,137.0,35.0,0.0,45.0,100g,100,每100克可食部,
白菜（脱水）,,嫩茎、叶、花菜类,,100.0,305.0,6.2,0.8,72.9,2269.0,485.0,0.0,908.0,100g,100,每100克可食部,
白菜薹,菜薹;菜心,嫩茎、叶、花菜类,,84.0,28.0,2.8,0.5,4.0,236.0,54.0,0.0,96.0,100g,100,每100克可食部,
红菜薹,紫菜薹,嫩茎、叶、花菜类,,52.0,43.0,2.9,2.5,2.7,221.0,60.0,0.0,26.0,100g,100,每100克可食部,
瓢儿白,瓢儿菜,嫩茎、叶、花菜类,,79.0,18.0,1.7,0.2,3.2,245.0,36.0,0.0,59.0,100g,100,每100克可食部,
乌菜,乌塌菜;塌棵菜,嫩茎、叶、花菜类,,89.0,28.0,2.6,0.4,4.2,154.0,53.0,0.0,186.0,100g,100,每100克可食部,
油菜（黑）,,嫩茎、叶、花菜类,,96.0,19.0,1.8,0.2,2.9,143.0,34.0,0.0,191.0,100g,100,每100克可食部,
油菜（脱水）,,嫩茎、叶、花菜类,,100.0,316.0,7.6,0.6,74.3,635.0,182.0,0.0,596.0,100g,100,每100克可食部,
油菜（小）,,嫩茎、叶、花菜类,,95.0,12.0,1.3,0.2,1.6,157.0,41.0,0.0,153.0,100g,100,每100克可食部,
油菜薹,菜薹,嫩茎、叶、花菜类,,82.0,24.0,3.2,0.4,3.0,192.0,51.0,0.0,156.0,100g,100,每100克可食部,
大白菜（白口）,,嫩茎、叶、花菜类,,85.0,14.0,1.0,0.1,2.9,109.0,21.0,0.0,29.0,100g,100,每100克可食部,
大白菜（青口）,,嫩茎、叶、花菜类,,83.0,12.0,1.0,0.1,2.9,156.0,12.0,0.0,66.0,100g,100,每100克可食部,
酸白菜,酸菜,嫩茎、叶、花菜类,,100.0,10.0,0.7,0.2,2.6,104.0,38.0,0.0,48.0,100g,100,每100克可食部,
小白菜,青菜,嫩茎、叶、花菜类,,94.0,14.0,1.4,0.3,2.4,116.0,26.0,0.0,117.0,100g,100,每100克可食部,
奶白菜,,嫩茎、叶、花菜类,,100.0,21.0,2.7,0.2,3.3,126.0,55.0,0.0,66.0,100g,100,每100克可食部,
鸡毛菜,,嫩茎、叶、花菜类,,100.0,19.0,2.7,0.2,2.6,230.0,25.0,0.0,78.0,100g,100,每100克可食部,
娃娃菜,,嫩茎、叶、花菜类,,97.0,13.0,1.9,0.2,2.4,278.0,58.0,0.0,78.0,100g,100,每100克可食部,
乌塌菜,塌菜;塌棵菜,嫩茎、叶、花菜类,,96.0,13.0,1.8,0.1,2.6,213.0,35.0,0.0,43.0,100g,100,每100克可食部,
油菜,,嫩茎、叶、花菜类,,96.0,14.0,1.3,0.5,2.0,175.0,23.0,0.0,148.0,100g,100,每100克可食部,
油菜心,,嫩茎、叶、花菜类,,100.0,15.0,1.3,0.4,2.7,166.0,26.0,0.0,74.0,100g,100,每100克可食部,
圆白菜，卷心菜,椰菜,嫩茎、叶、花菜类,,86.0,24.0,1.5,0.2,4.6,124.0,26.0,0.0,49.0,100g,100,每100克可食部,
菜花（脱水）,脱水花椰菜,嫩茎、叶、花菜类,,100.0,312.0,6.5,0.6,76.8,554.0,182.0,0.0,185.0,100g,100,每100克可食部,
芥菜（鲜）,雪里红;雪菜,嫩茎、叶、花菜类,,94.0,27.0,2.0,0.4,4.7,281.0,47.0,0.0,230.0,100g,100,每100克可食部,
芥菜（大叶，鲜）,盖菜,嫩茎、叶、花菜类,,71.0,16.0,1.8,0.4,2.0,224.0,36.0,0.0,28.0,100g,100,每100克可食部,
"芥菜（茎用,鲜）",青头菜,嫩茎、叶、花菜类,,92.0,13.0,1.3,0.2,2.8,316.0,35.0,0.0,23.0,100g,100,每100克可食部,
芥菜（小叶，鲜）,小芥菜,嫩茎、叶、花菜类,,88.0,26.0,2.5,0.4,3.6,210.0,40.0,0.0,80.0,100g,100,每100克可食部,
结球甘蓝（绿）,圆白菜,嫩茎、叶、花菜类,,86.0,17.0,0.9,0.2,4.0,46.0,18.0,0.0,28.0,100g,100,每100克可食部,
结球甘蓝（紫）,圆白菜,嫩茎、叶、花菜类,,86.0,25.0,1.2,0.2,6.2,177.0,22.0,0.0,65.0,100g,100,每100克可食部,
抱子甘蓝,小圆白菜,嫩茎、叶、花菜类,,87.0,36.0,3.5,0.2,8.8,350.0,60.0,0.0,59.0,100g,100,每100克可食部,
羽衣甘蓝,,嫩茎、叶、花菜类,,100.0,69.0,5.0,0.4,5.7,395.0,82.0,0.0,66.0,100g,100,每100克可食部,
盖菜,,嫩茎、叶、花菜类,,94.0,13.0,1.5,0.2,2.8,150.0,33.0,0.0,76.0,100g,100,每100克可食部,
芥蓝,甘蓝菜;盖蓝菜,嫩茎、叶、花菜类,,98.0,24.0,3.1,0.3,4.1,345.0,52.0,0.0,121.0,100g,100,每100克可食部,
菜花（白色）,花椰菜,嫩茎、叶、花菜类,,82.0,20.0,1.7,0.2,4.2,206.0,32.0,0.0,31.0,100g,100,每100克可食部,
西兰花,绿菜花,嫩茎、叶、花菜类,,83.0,27.0,3.5,0.6,3.7,179.0,61.0,0.0,50.0,100g,100,每100克可食部,
菠菜（鲜）,赤根菜,嫩茎、叶、花菜类,,89.0,28.0,2.6,0.3,4.5,311.0,47.0,0.0,66.0,100g,100,每100克可食部,
菠菜（脱水）,,嫩茎、叶、花菜类,,100.0,308.0,6.4,0.6,75.7,919.0,222.0,0.0,411.0,100g,100,每100克可食部,
冬寒菜（鲜）,冬苋菜;冬葵,嫩茎、叶、花菜类,,58.0,34.0,3.9,0.4,4.9,280.0,56.0,0.0,82.0,100g,100,每100克可食部,
胡萝卜缨（红，鲜）,,嫩茎、叶、花菜类,,100.0,48.0,1.7,0.4,11.3,493.0,39.0,0.0,350.0,100g,100,每100克可食部,
苦菜,节节花;拒马菜,嫩茎、叶、花菜类,,100.0,46.0,2.8,0.6,10.0,180.0,41.0,0.0,66.0,100g,100,每100克可食部,
萝卜缨（白）,,嫩茎、叶、花菜类,,100.0,17.0,2.6,0.3,1.7,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
萝卜缨（青）,,嫩茎、叶、花菜类,,100.0,38.0,3.1,0.1,7.6,424.0,27.0,0.0,110.0,100g,100,每100克可食部,
萝卜缨（小萝卜）,,嫩茎、叶、花菜类,,93.0,23.0,1.6,0.3,4.1,101.0,32.0,0.0,238.0,100g,100,每100克可食部,
落葵,木耳菜;软浆菜,嫩茎、叶、花菜类,,76.0,23.0,1.6,0.3,4.3,140.0,42.0,0.0,166.0,100g,100,每100克可食部,
芹菜茎,,嫩茎、叶、花菜类,,67.0,22.0,1.2,0.2,4.5,206.0,38.0,0.0,80.0,100g,100,每100克可食部,
芹菜叶（鲜）,,嫩茎、叶、花菜类,,100.0,35.0,2.6,0.6,5.9,137.0,64.0,0.0,40.0,100g,100,每100克可食部,
生菜（牛俐）,油麦菜,嫩茎、叶、花菜类,,81.0,16.0,1.4,0.4,2.1,100.0,31.0,0.0,70.0,100g,100,每100克可食部,
甜菜叶（鲜）,,嫩茎、叶、花菜类,,100.0,22.0,1.8,0.1,4.0,547.0,40.0,0.0,117.0,100g,100,每100克可食部,
香菜（鲜）,芫荽,嫩茎、叶、花菜类,,81.0,33.0,1.8,0.4,6.2,272.0,49.0,0.0,101.0,100g,100,每100克可食部,
香菜（脱水）,,嫩茎、叶、花菜类,,100.0,310.0,7.4,1.3,71.2,1031.0,151.0,0.0,1723.0,100g,100,每100克可食部,
苋菜（绿，鲜）,,嫩茎、叶、花菜类,,74.0,30.0,2.8,0.3,5.0,207.0,59.0,0.0,187.0,100g,100,每100克可食部,
苋菜（紫，鲜）,红苋,嫩茎、叶、花菜类,,73.0,35.0,2.8,0.4,5.9,340.0,63.0,0.0,178.0,100g,100,每100克可食部,
茼蒿（鲜）,蓬蒿菜;艾菜,嫩茎、叶、花菜类,,82.0,24.0,1.9,0.3,3.9,220.0,36.0,0.0,73.0,100g,100,每100克可食部,
茴香（鲜）,小茴香,嫩茎、叶、花菜类,,86.0,27.0,2.5,0.4,4.2,149.0,23.0,0.0,154.0,100g,100,每100克可食部,
荠菜（鲜）,蓟菜;菱角菜,嫩茎、叶、花菜类,,88.0,31.0,2.9,0.4,4.7,280.0,81.0,0.0,294.0,100g,100,每100克可食部,
莴笋（鲜）,莴苣,嫩茎、叶、花菜类,,62.0,15.0,1.0,0.1,2.8,212.0,48.0,0.0,23.0,100g,100,每100克可食部,
番杏,夏菠菜;新西兰菠菜,野生蔬菜类,,100.0,35.0,1.5,0.0,2.1,221.0,37.0,28.0,97.0,100g,100,每100克可食部,
樱桃萝卜缨,,嫩茎、叶、花菜类,,10.0,14.0,2.0,0.1,2.7,126.0,50.0,0.0,56.0,100g,100,每100克可食部,
白凤菜,,嫩茎、叶、花菜类,,100.0,16.0,1.6,0.2,4.0,192.0,29.0,0.0,41.0,100g,100,每100克可食部,
紫背天葵,红风菜;血皮菜,嫩茎、叶、花菜类,,100.0,18.0,1.9,0.0,3.8,367.0,31.0,0.0,69.0,100g,100,每100克可食部,
芹菜（茎）,旱芹;药芹;西芹,嫩茎、叶、花菜类,,100.0,13.0,0.4,0.2,3.1,128.0,13.0,0.0,15.0,100g,100,每100克可食部,
西芹,西洋芹菜;美芹,嫩茎、叶、花菜类,,85.0,17.0,0.6,0.1,4.8,15.0,35.0,0.0,36.0,100g,100,每100克可食部,
生菜（叶用莴苣）,,嫩茎、叶、花菜类,,94.0,12.0,1.6,0.4,1.1,91.0,12.0,0.0,14.0,100g,100,每100克可食部,
油麦菜,,嫩茎、叶、花菜类,,81.0,12.0,1.1,0.4,2.1,164.0,26.0,0.0,60.0,100g,100,每100克可食部,
叶甜菜（白梗）,,嫩茎、叶、花菜类,,100.0,13.0,1.6,0.1,2.8,24.0,26.0,0.0,48.0,100g,100,每100克可食部,
莴笋叶,莴苣菜,嫩茎、叶、花菜类,,100.0,15.0,1.0,0.2,2.9,305.0,37.0,0.0,9.0,100g,100,每100克可食部,
